rank,word,frequency,relative_frequency
161,respect,213,0.0007318933703517899
162,having,212,0.000728457251242157
163,up,209,0.0007181488939132586
164,purpose,208,0.0007147127748036258
165,parties,203,0.0006975321792554617
166,place,203,0.0006975321792554617
167,power,202,0.0006940960601458289
168,v,201,0.0006906599410361961
169,our,200,0.0006872238219265633
170,what,198,0.0006803515837072976
171,do,198,0.0006803515837072976
172,assessee,198,0.0006803515837072976
173,because,196,0.000673479345488032
174,pay,195,0.0006700432263783991
175,stated,195,0.0006700432263783991
176,money,194,0.0006666071072687664
177,then,193,0.0006631709881591335
178,both,192,0.0006597348690495007
179,central,190,0.0006528626308302351
180,facts,187,0.0006425542735013366
181,she,186,0.0006391181543917038
182,companyrt,184,0.0006322459161724382
183,make,183,0.0006288097970628054
184,terms,183,0.0006288097970628054
185,circumstances,183,0.0006288097970628054
186,leave,183,0.0006288097970628054
187,profits,182,0.0006253736779531726
188,trade,182,0.0006253736779531726
189,during,182,0.0006253736779531726
190,clause,180,0.000618501439733907
191,interest,179,0.0006150653206242741
192,sub,178,0.0006116292015146413
193,way,178,0.0006116292015146413
194,wife,178,0.0006116292015146413
195,those,176,0.0006047569632953757
196,thus,176,0.0006047569632953757
197,shares,176,0.0006047569632953757
198,share,175,0.0006013208441857428
199,special,174,0.0005978847250761101
200,persons,173,0.0005944486059664772
201,certain,172,0.0005910124868568444
202,asset,172,0.0005910124868568444
203,some,171,0.0005875763677472116
204,plaintiff,171,0.0005875763677472116
205,examination,169,0.0005807041295279459
206,necessary,169,0.0005807041295279459
207,trial,167,0.0005738318913086803
208,than,167,0.0005738318913086803
209,referred,165,0.0005669596530894147
210,provision,164,0.0005635235339797819
211,contention,164,0.0005635235339797819
212,execution,164,0.0005635235339797819
213,land,164,0.0005635235339797819
214,found,163,0.0005600874148701491
215,claim,163,0.0005600874148701491
216,over,162,0.0005566512957605163
217,mr,161,0.0005532151766508834
218,provided,161,0.0005532151766508834
219,reason,160,0.0005497790575412507
220,appellate,159,0.0005463429384316178
221,husband,158,0.0005429068193219849
222,ground,157,0.0005394707002123522
223,though,157,0.0005394707002123522
224,above,157,0.0005394707002123522
225,account,157,0.0005394707002123522
226,off,156,0.0005360345811027193
227,behalf,155,0.0005325984619930865
228,effect,154,0.0005291623428834537
229,transfer,151,0.0005188539855545553
230,deemed,151,0.0005188539855545553
231,statement,151,0.0005188539855545553
232,cases,148,0.0005085456282256568
233,procedure,148,0.0005085456282256568
234,about,148,0.0005085456282256568
235,lease,147,0.000505109509116024
236,allowed,147,0.000505109509116024
237,service,147,0.000505109509116024
238,workmen,147,0.000505109509116024
239,following,145,0.0004982372708967584
240,election,145,0.0004982372708967584
241,us,144,0.0004948011517871255
242,conclusion,144,0.0004948011517871255
